rank,title,brand,search_term,rating,no_of_reviews,year,month,day,hour,minute
699,"Kashi Cinnamon Harvest Cereal, 24 oz",Kashi,cereal,4,0,2015,12,7,20,32
700,"Natures Path B26719 Natures Path Qia Superfood Cranberry Vanilla Chia, Buckwheat and Hemp Cereal -10x7. 94 Oz",Other,cereal,4,0,2015,12,7,20,32
701,Arrowhead Mills 52038 Organic Oat Bran Flake Blend Cereal,Other,cereal,4,0,2015,12,7,20,32
702,Benefit Nutrition Simply Fiber Cinnamon Cruchy Os Cereal 8. 5-Ounce Boxes -Pack of 6,Other,cereal,4,0,2015,12,7,20,32
703,"Arrowhead Mills Gluten Free Steel Cut Oats Hot Cereal, 24 oz",Other,cereal,4,0,2015,12,7,20,32
704,Natures Path 32297-3pack Natures Path Smartbran Cereal - 3x10. 6 oz.,Other,cereal,4,0,2015,12,7,20,32
705,Bobs Red Mill Cereal Honey Almond Granola 18-Ounces -Pack of 4,Other,cereal,4,0,2015,12,7,20,32
706,"Bob's Red Mill Honey Oat Granola, 12 oz (Pack of 4)",Other,cereal,4,0,2015,12,7,20,32
707,"Bob's Red Mill Old Fashioned Rolled Oats, 16 oz (Pack of 4)",Other,cereal,5,1,2015,12,7,20,32
708,Erewhon 52252 Organic Raisin Bran Cereal,Other,cereal,5,0,2015,12,7,20,32
709,"Quaker Original Instant Oatmeal, 0.98 oz, 24 ct",Other,cereal,5,0,2015,12,7,20,32
710,Natures Path 32290-3pack Natures Path Puffed Corn Cereal - 3x6 oz.,Other,cereal,5,0,2015,12,7,20,32
711,Golden Temple B53392 Golden Temple Peace Cereal All Natural Cereal Walnut Spice -6x11oz,Other,cereal,5,0,2015,12,7,20,32
712,Old Wessex Oat Bran Hot Cereal 18. 5 Oz. -Pack of 6,Other,cereal,5,0,2015,12,7,20,32
713,Eco-Heaven Org Maple Brown Sugar Cereal Gluten Free 8. 46 Oz -Pack of 6,Other,cereal,5,0,2015,12,7,20,32
714,"Nature's Path Organic Instant Hot Oatmeal Variety Pack, 14 oz (Pack of 6)",Other,cereal,5,3,2015,12,7,20,32
715,"Quaker Select Starts Maple & Brown Sugar Organic Instant Oatmeal, 1.44 oz, 8 count",Other,cereal,3.5,19,2015,12,7,20,32
716,Golden Temple BG13723 Golden Temple Van Granola Peace Cereal - 6x12OZ,Other,cereal,3.5,0,2015,12,7,20,32
717,Food For Life 21791-3pack Food For Life Ezekiel 4:9 Golden Flax Cereal - 3x16 Oz,Other,cereal,3.5,0,2015,12,7,20,32
718,Healthy Valley Crunch-Em'S Rice Cereal 1 14. 25 -Pack of 7,Other,cereal,3.5,0,2015,12,7,20,32
719,Natures Path 52149-3pack Natures Path Honeyd Corn Flake Cereal - 3x10. 6 oz.,Other,cereal,3.5,0,2015,12,7,20,32
720,"Natures Path Cereal, Sunrise, Crunchy Honey, 10. 6 Oz, Pack Of 6",Other,cereal,3.5,0,2015,12,7,20,32
721,Natures Path 52162-3pack Natures Path Corn Flakes Fruit Juice Sweetened Cereal - 3x10. 6 oz.,Other,cereal,3.5,0,2015,12,7,20,32
722,Cereal Cup Mayan Blend 2. 35 OZ -Pack Of 12,Other,cereal,3.5,0,2015,12,7,20,32
723,NatureS Path 53450 Natures Path Heritage Crunch Cereal- 12x14 Oz,Other,cereal,3.5,0,2015,12,7,20,32
724,Natures Path 52174 Organic Honey'd Corn Flake Cereal,Other,cereal,3.5,0,2015,12,7,20,32
725,"BARBARAS 600558 CEREAL MRNNG OAT CHRUCH VAN AL, 14 OZ (Pack of 6)",Other,cereal,3.5,0,2015,12,7,20,32
726,"Bob's Red Mill All Natural Whole Grain Granola, 12 oz (Pack of 4)",Other,cereal,3.5,0,2015,12,7,20,32
727,"Earth's Best Organic Whole Grain Rice Cereal, 8 oz",Other,cereal,4.5,20,2015,12,7,20,32
728,"Sweet Home Farm Low-Fat Granola with Raisins, 20.5 oz (Pack of 8)",Other,cereal,4.5,2,2015,12,7,20,32
729,"Honey Nut Cheerios Milk N' Cereal Bars, 8.5 oz",Cheerios,cereal,4.5,18,2015,12,7,20,32
730,"Quaker Organic Regular Instant Oatmeal, 7.9 oz, (Pack of 12)",Other,cereal,4,18,2015,12,7,20,32
731,"Hodgson Mill Premium Steel Cut Oats, 18 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
732,"Cream Of Wheat Instant Healthy Grain Maple Brown Sugar Hot Cereal, 8ct",Other,cereal,5,0,2015,12,7,20,32
733,"Quaker Grits, 5LB (Pack of 8)",Other,cereal,4,10,2015,12,7,20,32
734,"Quaker Instant Oats With Iron Cereal Mix, 12.3 oz",Other,cereal,4,0,2015,12,7,20,32
735,"Gerber Multigrain Baby Cereal, 16 oz",Other,cereal,4.5,8,2015,12,7,20,32
736,"Udi's Au Naturel Granola, 13 oz (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
737,"Gerber Lil' Bits Oatmeal Apple Cinnamon Cereal, 8 oz",Other,cereal,5,9,2015,12,7,20,32
738,"Nature's Path Organic Love Crunch Dark Chocolate & Red Berries Premium Granola, 11.5 oz, (Pack of 6)",Other,cereal,3.5,3,2015,12,7,20,32
739,"Hospitality Toasted Oats Cereal, 18.2 oz",Other,cereal,4.5,3,2015,12,7,20,32
740,"Quaker Lower Sugar Strawberries & Cream/Peaches & Cream Instant Oatmeal, 1.23 oz, 10 count",Other,cereal,5,1,2015,12,7,20,32
741,"Hodgson Mill Apples & More Muesli, 16 oz (Pack of 6)",Other,cereal,4,2,2015,12,7,20,32
742,"Flahavan's Irish Steel Cut Oatmeal, 24 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
743,"Bob's Red Mill Thick Rolled Oats, 16 oz (Pack of 4)",Other,cereal,5,1,2015,12,7,20,32
744,"Honey Nut Cheerios Cereal, 1.8 oz",Cheerios,cereal,5,2,2015,12,7,20,32
745,"McCann's Maple & Brown Sugar Instant Irish Oatmeal, 15.1 oz (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
746,"Hospitality Honey Nut Toasted Oats Cereal, 16.6 oz",Other,cereal,5,0,2015,12,7,20,32
747,"Hospitality Frosted Flakes Cereal, 21. 7 oz",Other,cereal,5,0,2015,12,7,20,32
748,"Quaker Organic Maple & Brown Sugar Instant Oatmeal, 1.44 oz, 8 count, (Pack of 12)",Other,cereal,3.5,18,2015,12,7,20,32
749,"Bob's Red Mill Organic Scottish Oatmeal, 20 oz (Pack of 4)",Other,cereal,4.5,3,2015,12,7,20,32
750,Mountain House Freeze Dried Granola with Blueberries and Milk,Other,cereal,4.5,0,2015,12,7,20,32
751,"Gerber Rice Banana Apple Baby Cereal, 8 oz",Other,cereal,4.5,7,2015,12,7,20,32
752,"***Discontinued***Malt-O-Meal: Cereal Frosted Mini Spooners, 43.5 Oz",Other,cereal,4.5,0,2015,12,7,20,32
753,"Mom's Best Cereals Choco Chimp Cookie Dough Instant Oatmeal, 1.49 oz, 2 count",Other,cereal,4.5,0,2015,12,7,20,32
754,"Milk & Honey Granola, Blueberry Pecan, 16 oz. (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
755,"Hospitality Magic Stars & Marshmallows Cereal, 14 oz",Other,cereal,4.5,0,2015,12,7,20,32
756,"Hospitality Bunch O' Cinnamon Squares Cereal, 16.6 oz",Other,cereal,4.5,0,2015,12,7,20,32
757,"Mom's Best Cereals Wild Beary Instant Oatmeal, 1.49 oz, 2 count",Other,cereal,4.5,0,2015,12,7,20,32
758,"Quaker Chewy Dipps Peanut Butter Granola Bars, 1.05 oz, 20 count",Other,cereal,4.5,8,2015,12,7,20,32
759,"General Mills Milk N' Cereal Bars Variety Pack, 6 Ct/9 oz",Other,cereal,4,12,2015,12,7,20,32
760,"Gerber Hearty Bits Strawberry Raspberry Multigrain Cereal, 8 oz",Other,cereal,5,1,2015,12,7,20,32
761,"Quaker Real Medleys Apple Walnut Flavor Oatmeal, 2.64 oz",Other,cereal,4.5,50,2015,12,7,20,32
762,"Chex Honey Nut Gluten Free Granola Mix, 11 oz",Other,cereal,4.5,28,2015,12,7,20,32
763,"Dorsel's Pinhead Oat Meal, 32 oz, (Pack of 6)",Other,cereal,5,2,2015,12,7,20,32
764,"Quaker Maple & Brown Sugar Instant Oatmeal, 1.51 oz, 20 count",Other,cereal,5,0,2015,12,7,20,32
765,"Cinnamon Toast Crunch Cereal, 2.0 oz",Other,cereal,5,0,2015,12,7,20,32
766,"Hospitality Fruit Whirls Cereal, 16.6 oz",Other,cereal,5,1,2015,12,7,20,32
767,"Gerber Oatmeal Banana Baby Cereal, 8 oz",Other,cereal,4.5,6,2015,12,7,20,32
768,"Kashi TLC Ripe Strawberry Cereal Bars, 6 ct",Kashi,cereal,4.5,8,2015,12,7,20,32
769,"Post Alpha-Bits Cereal, 11.5 oz",Post,cereal,4.5,0,2015,12,7,20,32
770,"Gerber Organic Brown Rice Baby Cereal, 8 oz",Other,cereal,4.5,7,2015,12,7,20,32
771,"Quaker Instant Cheddar Cheese Flavor Grits, 12ct (Pack of 12)",Other,cereal,4.5,10,2015,12,7,20,32
772,"KIND Healthy Grains Bars, Oats & Honey with Toasted Coconut, 1.2 Ounces, 40 Count",Other,cereal,4.5,0,2015,12,7,20,32
773,"Kashi Golean Hearty Vanilla Instant Oatmeal, 11.28 oz (Pack of 6)",Kashi,cereal,4.5,2,2015,12,7,20,32
774,"Nature's Path Organic Peanut Butter Granola, 11.5 oz (Pack of 6)",Other,cereal,4.5,3,2015,12,7,20,32
775,"Oh's Honey Graham Cereal, 12 Oz",Other,cereal,3,1,2015,12,7,20,32
776,"Nature Valley Salted Caramel Nut Protein Chewy Bars, 1.42 oz, 5 count",Other,cereal,4.5,30,2015,12,7,20,32
777,"Kellogg's Pop-Tarts Frosted Blue Raspberry Toaster Pastries, 8 count",Kellogg's,cereal,2,1,2015,12,7,20,32
778,"Nature's Path Organic Maple Nut Hot Oatmeal, 14 oz, (Pack of 6)",Other,cereal,4,1,2015,12,7,20,32
779,Nature's Path Honey Almond Granola,Other,cereal,5,9,2015,12,7,20,32
780,"Gerber Fruit/Veggie & Lil' Bits Cereal Variety Pack, 0.53 oz, 8 count",Other,cereal,5,11,2015,12,7,20,32
781,"Quaker Instant Grits Flavor Variety, 12ct (Pack of 12)",Other,cereal,4.5,2,2015,12,7,20,32
782,"Bob's Red Mill Apple Blueberry Granola, 12 oz (Pack of 4)",Other,cereal,1,1,2015,12,7,20,32
783,"Kashi 7 Whole Grain Pilaf, 6.5 oz, 3ct (Pack of 12)",Kashi,cereal,5,2,2015,12,7,20,32
784,"Bear Naked Fit Triple Berry Crunch Granola, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
785,"Kashi 7 Whole Grain Honey Puffs, 9.3 oz, (Pack of 10)",Kashi,cereal,5,0,2015,12,7,20,32
786,"Malt-O-Meal Frosted Mini Spooners Cereal, 36 oz",Other,cereal,5,3,2015,12,7,20,32
787,"Dannon Activia Fiber Strawberry & Cereal/Pineapple & Cereal Lowfat Yogurt, 4 oz, 12 count",Other,cereal,5,8,2015,12,7,20,32
788,"Kellogg's Frosted Mini-Wheats Touch Of Fruit In The Middle Mixed Berry Cereal, 24 oz",Kellogg's,cereal,5,0,2015,12,7,20,32
789,"Malt-O-Meal Frosted Flakes Cereal, 56 oz",Other,cereal,5,1,2015,12,7,20,32
790,"Gerber Oatmeal and Peach Apple Baby Cereal, 8 oz",Other,cereal,4.5,2,2015,12,7,20,32
791,Rubbermaid 18-Cup Dry Food Cereal Keeper,Other,cereal,4.5,31,2015,12,7,20,32
792,"Nature's Path Organic Macaroon Crunch Granola Bars, 7.05 oz, (Pack of 6)",Other,cereal,5,2,2015,12,7,20,32
793,"Gerber Organic Whole Grain Oatmeal Cereal, 8 oz",Other,cereal,5,8,2015,12,7,20,32
794,"Bear Naked Sea Salt Caramel Apple Granola, 12 oz",Other,cereal,3.5,3,2015,12,7,20,32
795,"Malt-O-Meal Frosted Mini Spooners Cereal, 7 oz",Other,cereal,3.5,0,2015,12,7,20,32
796,"Kashi Heart To Heart Golden Brown Maple Instant Oatmeal, 12.1 oz",Kashi,cereal,3.5,0,2015,12,7,20,32
797,"Kashi Organic Promise Cocoa Coconut with Kamut Khorasan Wheat Granola, 11 oz",Kashi,cereal,3.5,0,2015,12,7,20,32
798,"Kashi Golden Maple Brown Instant Oatmeal, 1.5 oz, 8ct (Pack of 6)",Kashi,cereal,3.5,0,2015,12,7,20,32
799,"Malt-O-Meal Fruity Dyno-Bites Cereal, 65 oz",Other,cereal,3.5,0,2015,12,7,20,32
800,"Earth's Best Organic: Whole Grain For Babies Ready to Move Beyond Rice Cereal Oatmeal Cereal, 8 oz",Other,cereal,4.5,8,2015,12,7,20,32
801,"Lucky Charms Cereal, 1.7 oz",Other,cereal,4,1,2015,12,7,20,32
802,"Malt-O-Meal Honey Nut Scooters Cereal, 6 oz",Other,cereal,4,0,2015,12,7,20,32
803,"Malt-O-Meal Marshmallow Mateys Family Size Cereal, 24 Oz",Other,cereal,4,0,2015,12,7,20,32
804,"Malt O Meal: Cereal Honey Nut Scooters Family Size, 25.5 Oz",Other,cereal,4,0,2015,12,7,20,32
805,"Malt-O-Meal Strawberry Cream Mini Spooners Cereal, 36 oz",Other,cereal,4,0,2015,12,7,20,32
806,"Cap'n Crunch Original Cereal, 1.51 oz",Other,cereal,4,0,2015,12,7,20,32
807,"Kashi Golean Crunch! Protein & High Fiber Cereal, 25 oz",Kashi,cereal,4,0,2015,12,7,20,32
808,"Malt-O-Meal: Cereal Dyno-Bites Cocoa, 25.5 Oz",Other,cereal,4,0,2015,12,7,20,32
809,"Malt O Meal: Cereal Coco Roos Family Size, 24.7 Oz",Other,cereal,4,0,2015,12,7,20,32
810,"Cap'n Crunch's Crunch Berries Cereal, 1.30 oz",Other,cereal,4,0,2015,12,7,20,32
811,"Malt-O-Meal Blueberry Mini Spooners Cereal, 36 oz",Other,cereal,4,0,2015,12,7,20,32
812,"Malt-O-Meal Cinnamon Toasters Cereal, 57 oz",Other,cereal,5,1,2015,12,7,20,32
813,"Malt-O-Meal Blueberry Mini Spooners Cereal, 18 oz",Other,cereal,5,0,2015,12,7,20,32
814,"Malt-O-Meal: Hot Wheat Cereal Original, 18 Oz",Other,cereal,5,0,2015,12,7,20,32
815,"Nature's Path Organic Gluten Free Selections Summer Berries Granola, 11 oz, (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
816,"Gerber Oatmeal Baby Cereal, 8 oz",Other,cereal,5,14,2015,12,7,20,32
817,"Gerber Multigrain Apple Sweet Potato Baby Cereal, 8 oz",Other,cereal,4,1,2015,12,7,20,32
818,"Viki's Granola Original Honey, 12 oz, (Pack of 6)",Other,cereal,4,0,2015,12,7,20,32
819,"Bear Naked 100% Pure & Natural Maple Pecan Granola, 12 oz",Other,cereal,5,4,2015,12,7,20,32
820,"Malt-O-Meal: Family Size Cinnamon Toasters Cereal, 25.5 Oz",Other,cereal,5,0,2015,12,7,20,32
821,"Cascadian Farm Organic Ancient Grains Granola, 12.5 oz",Other,cereal,5,1,2015,12,7,20,32
822,Cereal-Hi Lo Strawberry -Pack of 6,Other,cereal,5,0,2015,12,7,20,32
823,"Love Crunch Dark Chocolate and Red Berries Granola, 11.5 oz",Other,cereal,5,3,2015,12,7,20,32
824,"Cascadian Farm Organic French Vanilla Almond Granola, 13 oz",Other,cereal,5,1,2015,12,7,20,32
825,"Malt-O-Meal: Cereal Dyno-Bites Fruity, 25.5 Oz",Other,cereal,5,0,2015,12,7,20,32
826,"BetterOats Oat Revolution! Oat Revolution! Maple & Brown Sugar Steel Cut Instant Oatmeal, 10 ct, 15.1 oz",Other,cereal,5,10,2015,12,7,20,32
827,"Better Oats Oat Revolution! Apples & Cinnamon Steel Cut Instant Oatmeal with Flax, 10 ct, 12.3 oz",Other,cereal,5,7,2015,12,7,20,32
828,"Milk & Honey Granola Vegan Papaya Cashew Mix, 16 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
829,"Bob's Red Mill Gluten Free Steel Cut Oats, 24 oz, (Pack of 4)",Other,cereal,3.5,2,2015,12,7,20,32
830,"Parent's Choice Vanilla Nutritional Shake with Fiber, 8 fl oz, 6 count",Other,cereal,5,4,2015,12,7,20,32
831,"Sam Mills Apple Cinnamon Granola Buckwheat & Millet, 12 oz",Other,cereal,5,1,2015,12,7,20,32
832,"Kellogg's Nutri-Grain Soft Baked Blueberry Breakfast Bars, 1.3 oz, 8 count",Kellogg's,cereal,4.5,23,2015,12,7,20,32
833,"Bob's Red Mill Old Country Style Muesli, 18 oz (Pack of 4)",Other,cereal,5,4,2015,12,7,20,32
834,"Good Morning Whole Grain & Mixed Fruit Oatmeal Cereal For Baby, 8 oz",Other,cereal,5,1,2015,12,7,20,32
835,"Milk & Honey Rick Bayless's Mexican Mix Granola, 16 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
836,"Viki's Cranberry Walnut Granola, 12 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
837,"Nature Valley Blueberry Almond Protein Soft Baked Granola Bites, 8.4 oz",Other,cereal,5,0,2015,12,7,20,32
838,"Weetabix Whole Grain Biscuits, 7 oz (Pack of 12)",Other,cereal,5,3,2015,12,7,20,32
839,"Nature Valley Honey Almond Protein Soft Baked Granola Bites, 8.4 oz",Other,cereal,5,0,2015,12,7,20,32
840,"Fiber One 90 Calorie Chocolate Chewy Bars, 4.1 oz",Other,cereal,4,5,2015,12,7,20,32
841,"Kashi Organic Promise Cranberry, Spelt and Flax Granola, 11 oz",Kashi,cereal,4,0,2015,12,7,20,32
842,"Back to Nature Orange Crunch Granola Clusters, 11 oz, (Pack of 6)",Other,cereal,4,0,2015,12,7,20,32
843,"Gerber Graduates Puffs Cereal Snack, Sweet Potato, Naturally Flavored with Other Natural Flavors, 1.48 ounce, 6 count",Other,cereal,4,0,2015,12,7,20,32
844,"Kellogg's Special K Snack Bars Variety Pack, 0.88 oz, 12 count",Kellogg's,cereal,3,1,2015,12,7,20,32
845,"Nature's Path Organic Flax Plus Red Berry Crunch, 10.6 oz (Pack of 6)",Other,cereal,4,1,2015,12,7,20,32
846,"Bob's Red Mill Apple Cinnamon Granola, 12 oz (Pack of 4)",Other,cereal,4,0,2015,12,7,20,32
847,"Udi's Gluten Free Plain Steel Cut Oats, 16 oz",Other,cereal,4,0,2015,12,7,20,32
848,"Back to Nature Apple Cinnamon Granola Clusters, 11 oz, (Pack of 6)",Other,cereal,4,0,2015,12,7,20,32
849,"Kellogg's Special K Protein Dark Chocolate Granola Snack Bars, 5 count, 4.76 oz",Kellogg's,cereal,5,20,2015,12,7,20,32
850,"Nature Valley Bistro Cups Apple Cinnamon Almond Oatmeal, 3 count, 8.28 oz",Other,cereal,5,1,2015,12,7,20,32
851,Bear Naked Triple Berry Crunch 12 oz,Other,cereal,4.5,3,2015,12,7,20,32
852,"10 Strawberry Street 6.25"" White Cereal Bowls, Set of 12",Other,cereal,4,63,2015,12,7,20,32
853,"John McCann's Steel Cut Irish Oatmeal, 28 oz, (Pack of 12)",Other,cereal,5,1,2015,12,7,20,32
854,"Gerber Graduates Puffs Cereal Snack, Vanilla, Naturally Flavored with Other Natural Flavors, 1.48 ounce, 6 count",Other,cereal,5,0,2015,12,7,20,32
855,"Gerber Multigrain Baby Cereal, 8 oz",Other,cereal,5,2,2015,12,7,20,32
856,"Nature Valley Blueberry Toasted Oats Muesli, 11 oz",Other,cereal,5,0,2015,12,7,20,32
857,"Bob's Red Mill Regular Rolled Oats, 32 oz (Pack of 4)",Other,cereal,5,2,2015,12,7,20,32
858,"Gerber Whole Wheat Baby Cereal, 8 oz",Other,cereal,5,4,2015,12,7,20,32
859,"Nature Valley Bistro Cups Brown Sugar Pecan Oatmeal, 3 count, 8.28 oz",Other,cereal,4,1,2015,12,7,20,32
860,Good Cook Microwave Cereal and Oatmeal Cooker,Other,cereal,4,0,2015,12,7,20,32
861,"Kellogg's Special K Protein Chocolatey Peanut Butter Granola Snack Bars, 5 count, 4.76 oz",Kellogg's,cereal,4.5,13,2015,12,7,20,32
862,"Quaker Real Medleys Summer Berry Flavor Oatmeal, 2.46 oz",Other,cereal,5,3,2015,12,7,20,32
863,"Think Thin Protein & Fiber Hot Oatmeal, 1.76 oz, (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
864,"Fiber One 90 Calorie Chewy Chocolate Caramel & Pretzel Bars, 0.82 oz, 5 count",Other,cereal,4.5,17,2015,12,7,20,32
865,"KIND Healthy Grains Clusters, Maple Quinoa Clusters with Chia Seeds, 11 Ounces, 6 Count",Other,cereal,4.5,0,2015,12,7,20,32
866,"Bob's Red Mill Gluten Free Scottish Oatmeal, 20 oz, (Pack of 4)",Other,cereal,4.5,0,2015,12,7,20,32
867,"Nature's Path Organic Love Crunch Apple Crumble Granola, 11.5 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
868,"Nature's Path Organic Gluten Free Selections Honey Almond Granola, 11 oz, (Pack of 8)",Other,cereal,4.5,0,2015,12,7,20,32
869,"Gerber Graduates Puffs Cereal Snack, Blueberry, Naturally Flavored with Other Natural Flavors, 1.48 ounce, 6 count",Other,cereal,4.5,0,2015,12,7,20,32
870,"Cascadian Farm Organic Peanut Butter Bliss Granola, 13.2 oz",Other,cereal,4,2,2015,12,7,20,32
871,"Udi's Gluten Free Currants, Flax & Chia Steel Cut Oats, 16 oz",Other,cereal,4,0,2015,12,7,20,32
872,"Nature's Path Organic Envirokidz Chocolate Choco Chimps, 10 oz (Pack of 12)",Other,cereal,4,0,2015,12,7,20,32
873,"Hoosier Hill Farm Organic Hard Red Wheat Berries, 2 lbs",Other,cereal,4,0,2015,12,7,20,32
874,"Fiber One Oats And Caramel Chewy Bars, 7 oz",Other,cereal,4.5,11,2015,12,7,20,32
875,"Quaker Chewy Dipps Chocolate Chip Granola Bars, 14 ct",Other,cereal,4,11,2015,12,7,20,32
876,"Nature Valley Original Toasted Oats Muesli, 11 oz",Other,cereal,4,0,2015,12,7,20,32
877,"Quaker Smooth & Creamy Quick Grits, 5 lb",Other,cereal,4,0,2015,12,7,20,32
878,"Sweet Home Farm Honey Nut Granola with Almonds, 24 oz (Pack of 8)",Other,cereal,5,1,2015,12,7,20,32
879,"Torani Sugar Free Chocolate Flavoring Syrup, 12.2 fl oz",Other,cereal,4.5,16,2015,12,7,20,32
880,"Kashi TLC Blackberry Graham Cereal Bars, 6 ct",Kashi,cereal,4.5,12,2015,12,7,20,32
881,"Quaker Cinnamon Swirl Instant Oatmeal, 12.6 oz, (Pack of 12)",Other,cereal,4,51,2015,12,7,20,32
882,"Alpen All Natural Original Muesli, 14 oz (Pack of 12)",Other,cereal,5,1,2015,12,7,20,32
883,"Nature's Path Organic Chia Plus Coconut Chia Granola, 12.34 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
884,"Quaker Quick Enriched White Hominy Grits, 24 Oz",Other,cereal,4,6,2015,12,7,20,32
885,"Familia Swiss Muesli, 32 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
886,"Quaker Lower Sugar Instant Oatmeal Variety Pack, 1.23 oz, 10 count, (Pack of 12)",Other,cereal,4.5,14,2015,12,7,20,32
887,"Bob's Red Mill Gluten Free Honey Oat Granola, 12 oz, (Pack of 4)",Other,cereal,4.5,0,2015,12,7,20,32
888,"Alpen All Natural No Sugar Added Muesli, 14 oz (Pack of 12)",Other,cereal,4.5,2,2015,12,7,20,32
889,"Nature's Path Organic Assorted Gluten Free Hot Oatmeal, 11.3 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
890,"Kellogg's Corn Pops Cereal-in-a-Cup, 12 pk",Kellogg's,cereal,4.5,31,2015,12,7,20,32
891,"Bear Naked Original Cinnamon Bearly Processed Granola, 11.2 oz",Other,cereal,4.5,0,2015,12,7,20,32
892,"Meta Health Bar Cranberry Lemon Drizzle Health Bars, 1.41 oz, 10 count",Other,cereal,5,3,2015,12,7,20,32
893,"KIND Healthy Grains Fruit & Nut Clusters, 11 oz",Other,cereal,5,1,2015,12,7,20,32
894,"Sweet Home Farm French Vanilla Granola with Almonds, 20.5 oz (Pack of 8)",Other,cereal,5,1,2015,12,7,20,32
895,"thinkThin Honey Peanut Butter Protein & Fiber Hot Oatmeal, 1.76 oz, (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
896,"Nature's Path Blueberry Cinnamon Flax Oatmeal, 8 count, 11.2 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
897,"Kellogg's Kid Family Size Value Pack Bundle, Pick 2",Kellogg's,cereal,5,0,2015,12,7,20,32
898,"Back to Nature Chocolate Delight Granola, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
899,"Mother's Quick Cooking Barley, 11 oz, (Pack of 12)",Other,cereal,5,0,2015,12,7,20,32
900,"Mom's Best Naturals Quick Oats, 16 oz",Other,cereal,4,17,2015,12,7,20,32
901,"Glutenfreeda Brown Sugar & Flax Gluten-Free Instant Oatmeal, 2.64 oz, (Pack of 12)",Other,cereal,4,0,2015,12,7,20,32
902,"Familia Swiss Muesli, 32 oz (Pack of 6)",Other,cereal,3,2,2015,12,7,20,32
903,"Back to Nature Classic Granola, 12.5 oz, (Pack of 6)",Other,cereal,3,0,2015,12,7,20,32
904,"Quaker Big Chewy Chocolate Chip Granola Bars, 1.48 oz, 14 count",Other,cereal,4.5,71,2015,12,7,20,32
905,"Sweet Home Farm Maple Pecan Granola with Real Maple Syrup, 20.5 oz (Pack of 8)",Other,cereal,4.5,0,2015,12,7,20,32
906,"Bakery on Main Gourmet Naturals Gluten Free Nutty Cranberry Maple Granola, 12 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
907,"Hodgson Mill All Natural Bulgur Wheat With Soy, 18 oz (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
908,"Eden Wakame, 2.1 oz, (Pack of 3)",Other,cereal,4.5,0,2015,12,7,20,32
909,"Nature's Path Organic Flax 'n Oats Instant Hot Oatmeal, 14 oz (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
910,"McCann's Steel Cut Irish Oatmeal, 16 oz (Pack of 12)",Other,cereal,4.5,0,2015,12,7,20,32
911,"Bear Naked Banana Nut Granola, 12 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
912,"Cascadian Farm Organic Protein Honey Roasted Nut Chewy Bars, 1.77 oz, 5 count",Other,cereal,4.5,13,2015,12,7,20,32
913,"Nature's Path Organic Gluten Free Selections Homestyle Gluten Free Hot Oatmeal, 11.3 oz, (Pack of 6)",Other,cereal,4.5,0,2015,12,7,20,32
914,"Cascadian Farm Organic Oats and Honey Granola, 1.75 oz, 5 ct",Other,cereal,4.5,0,2015,12,7,20,32
915,"Flahavan's Irish Oatmeal, 16 oz (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
916,"Glutenfreeda Gluten Free Oatmeal Variety Pack, 11.2 oz, (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
917,"KIND Healthy Grains Banana Nut Clusters, 11 oz, (Pack of 6)",Other,cereal,5,0,2015,12,7,20,32
918,"Bakery On Main Gourmet Naturals Fiber Power Triple Berry Granola, 12 oz (Pack of 6)",Other,cereal,5,2,2015,12,7,20,32
919,"Bakery on Main Gourmet Naturals Gluten Free Extreme Fruit & Nut Granola, 12 oz, (Pack of 6)",Other,cereal,5,1,2015,12,7,20,32
920,"Glutenfreeda Banana Maple Instant Oatmeal With Flax, 10.1 oz, 6ct (Pack of 8)",Other,cereal,5,0,2015,12,7,20,32
